experience_level,job_title,salary_in_usd,employee_residence,company_location,company_size
EN,Machine Learning Engineer,20000,IN,IN,S
EN,Computer Vision Engineer,125000,US,US,M
MI,Data Scientist,9466,IN,IN,S
SE,Machine Learning Scientist,120000,US,US,S
EN,Data Analyst,10354,ES,ES,M
EN,Applied Data Scientist,110037,GB,GB,L
EN,ML Engineer,21013,PT,PT,L
EN,Data Analyst,50000,US,US,M
SE,Principal Data Engineer,200000,US,US,M
MI,Big Data Engineer,60000,ES,RO,M
MI,Data Engineer,200000,US,US,L
EN,Machine Learning Developer,100000,IQ,IQ,S
MI,Data Engineer,100000,US,US,L
SE,Machine Learning Engineer,82744,BE,BE,M
MI,Data Engineer,59303,DE,DE,S
MI,Research Scientist,62649,FR,FR,M
MI,Data Engineer,82528,GB,GB,L
MI,Data Architect,170000,US,US,L
MI,Data Architect,150000,US,US,L
EN,BI Data Analyst,55000,US,US,S
EX,Director of Data Science,250000,US,US,L
EN,Data Engineer,80000,US,US,L
EN,Big Data Engineer,70000,US,US,L
EX,Director of Data Science,130026,DE,DE,M
EN,Data Science Consultant,63831,DE,DE,L
SE,Data Scientist,68428,GR,US,L
EX,Head of Data Science,85000,RU,RU,M
EX,Head of Data,230000,RU,RU,L
EN,Machine Learning Engineer,125000,US,US,S
SE,Data Analytics Manager,120000,US,US,M
MI,Data Analyst,46759,FR,FR,L
MI,Data Engineer,74130,AT,AT,L
SE,Data Science Engineer,127221,CA,CA,L
SE,Data Science Manager,144000,US,US,L
EN,Data Scientist,13400,UA,UA,L
MI,Data Scientist,75774,CA,CA,L
MI,Data Scientist,150000,US,US,M
MI,Data Science Consultant,103000,US,US,L
SE,Data Engineer,153000,US,US,L
MI,Data Engineer,90000,US,US,L
EN,Data Analyst,90000,US,US,S
EN,Data Analyst,60000,US,US,S
MI,Data Scientist,50000,NG,NG,L
EN,AI Scientist,12000,PK,US,M
MI,3D Computer Vision Researcher,5409,IN,IN,M
MI,ML Engineer,270000,US,US,L
MI,Applied Data Scientist,54238,GB,CA,L
MI,Machine Learning Engineer,47282,ES,ES,S
EX,Director of Data Science,153667,IT,PL,L
MI,Data Engineer,28476,PL,PL,L
MI,Data Analytics Engineer,110000,US,US,L
EN,Research Scientist,82528,GB,GB,L
EN,Machine Learning Engineer,250000,US,US,L
EN,Data Analyst,59102,FR,FR,M
SE,Data Analyst,80000,BG,US,S
EN,Data Analyst,10000,NG,NG,S
EN,Machine Learning Engineer,138000,US,US,S
MI,Data Engineer,140000,US,US,L
SE,Data Analytics Engineer,79197,DE,DE,L
SE,Lead Data Analyst,170000,US,US,L
EN,Data Analyst,80000,US,US,M
MI,Data Scientist,45760,PH,US,S
MI,BI Data Analyst,100000,US,US,M
SE,Data Scientist,53192,FR,FR,L
EX,Head of Data,235000,US,US,L
EX,BI Data Analyst,150000,IN,US,L
EX,Data Engineer,79833,ES,ES,L
EN,Machine Learning Scientist,225000,US,US,L
EN,Data Science Consultant,76833,DE,DE,S
MI,Machine Learning Infrastructure Engineer,50180,PT,PT,M
SE,Marketing Data Analyst,88654,GR,DK,L
SE,Lead Data Engineer,103160,GB,GB,S
SE,Data Engineer,113476,GB,GB,M
SE,Machine Learning Engineer,94564,DE,DE,L
EN,Data Engineer,30428,IN,IN,L
SE,Data Engineer,150000,US,US,M
SE,Data Engineer,115000,US,US,S
MI,Research Scientist,187442,CA,CA,L
MI,Data Analyst,51519,GB,GB,L
MI,Data Engineer,106000,US,US,L
MI,Data Engineer,112872,GB,GB,L
MI,BI Data Analyst,36259,HU,US,L
SE,Data Engineer,150000,US,US,L
EN,ML Engineer,15966,DE,DE,S
MI,Computer Vision Software Engineer,95746,DE,US,S
EN,Computer Vision Software Engineer,70000,US,US,M
MI,Data Scientist,76958,GB,GB,S
MI,Cloud Data Engineer,89294,SG,SG,L
EN,Data Scientist,29751,IN,IN,L
SE,Lead Data Engineer,276000,US,US,L
SE,Data Engineer,188000,US,US,L
SE,Cloud Data Engineer,160000,BR,US,S
MI,Data Scientist,105000,US,US,L
MI,Data Engineer,200000,US,US,L
SE,Data Engineer,174000,US,US,L
MI,Data Analyst,93000,US,US,L
EN,Data Scientist,28399,IN,IN,M
SE,Research Scientist,60757,PT,PT,L
EN,Data Scientist,90000,US,US,S
MI,Data Engineer,70139,FR,FR,L
EN,Data Analyst,6072,IN,IN,S
SE,Data Engineer,33511,MX,MX,S
SE,Principal Data Analyst,170000,US,US,M
SE,Data Engineer,96282,GB,GB,L
MI,Data Engineer,12103,TR,TR,M
EN,Data Scientist,36643,FR,FR,L
MI,Data Engineer,72212,GB,GB,L
EN,Data Analyst,91000,US,US,L
SE,Big Data Architect,99703,CA,CA,M
SE,Data Scientist,165000,US,US,L
MI,Data Analyst,80000,US,US,L
SE,Data Scientist,103691,CA,CA,L
EN,Data Engineer,21637,IN,IN,M
EN,Research Scientist,42000,NL,NL,L
MI,Lead Data Scientist,115000,AE,AE,L
MI,Research Scientist,63810,CA,CA,M
SE,Machine Learning Scientist,260000,JP,JP,S
MI,Head of Data Science,110000,US,US,S
MI,Data Architect,180000,US,US,L
SE,Data Analyst,200000,US,US,L
SE,Big Data Engineer,109024,GB,GB,M
SE,Data Engineer,200000,US,US,L
SE,ML Engineer,256000,US,US,S
MI,Data Engineer,110000,US,US,L
MI,Data Scientist,79833,DE,DE,L
EN,Data Engineer,72500,US,US,L
SE,Machine Learning Engineer,185000,US,US,L
MI,Data Engineer,69741,NL,NL,L
EN,Research Scientist,100000,JE,CN,L
MI,Data Engineer,112000,US,US,L
SE,Machine Learning Engineer,150000,US,US,L
SE,Data Scientist,20171,TR,TR,L
SE,AI Scientist,55000,ES,ES,L
EN,Data Scientist,58000,US,US,L
EN,Data Scientist,100000,US,US,M
SE,Data Scientist,77684,FR,FR,M
EN,Machine Learning Engineer,85000,NL,DE,S
EN,Data Science Consultant,76833,DE,DE,L
SE,Staff Data Scientist,105000,US,US,M
EN,Data Analyst,72000,US,US,L
EN,Data Engineer,65013,DE,DE,M
MI,Data Engineer,28016,TR,TR,M
MI,Data Engineer,111775,US,US,M
MI,Data Engineer,93150,US,US,M
SE,Lead Data Engineer,160000,PR,US,S
MI,Data Scientist,25532,RS,DE,S
SE,Machine Learning Engineer,66265,IN,IN,L
MI,Data Scientist,16904,IN,IN,S
SE,Data Analyst,63831,DE,DE,L
SE,Lead Data Scientist,190000,US,US,S
EX,Director of Data Science,141846,DE,DE,L
EN,Big Data Engineer,16228,IN,IN,L
SE,Data Analyst,71786,CA,CA,M
MI,Data Scientist,35735,HU,HU,L
SE,Data Scientist,135000,US,US,L
EN,Machine Learning Engineer,24823,DE,DE,M
SE,Data Science Manager,54094,IN,US,L
SE,Machine Learning Engineer,24342,IN,IN,L
EN,BI Data Analyst,9272,KE,KE,S
MI,Data Scientist,147000,US,US,L
SE,Research Scientist,96113,CA,CA,L
SE,Data Science Manager,174000,US,US,L
MI,Business Data Analyst,135000,US,US,L
EN,Machine Learning Engineer,21844,CO,CO,M
SE,Lead Data Engineer,125000,NZ,NZ,S
EN,Data Scientist,51321,FR,FR,S
MI,Data Scientist,40481,IN,IN,L
EX,Data Science Consultant,69741,FR,ES,S
SE,Data Analytics Engineer,50000,VN,GB,M
EN,Data Scientist,39916,FR,FR,M
MI,Lead Data Analyst,87000,US,US,L
MI,Data Engineer,26005,RO,US,L
MI,Data Scientist,90734,DE,DE,L
MI,Big Data Engineer,22611,IN,IN,L
MI,Data Scientist,5679,IN,US,S
EN,Machine Learning Engineer,81000,US,US,S
MI,Data Scientist,40038,CL,CL,L
EN,Data Science Consultant,90000,US,US,S
MI,Data Scientist,61467,DE,AT,M
SE,Machine Learning Infrastructure Engineer,195000,US,US,M
MI,Data Scientist,37825,ES,ES,L
MI,Data Analyst,85000,US,US,L
EX,Principal Data Scientist,416000,US,US,S
SE,Machine Learning Scientist,225000,US,CA,L
MI,Data Scientist,56256,GB,GB,L
MI,Data Scientist,33808,IN,IN,M
MI,Data Scientist,116914,GB,GB,L
MI,Machine Learning Engineer,46597,PL,PL,L
MI,Data Analyst,8000,PK,PK,L
EN,Data Engineer,41689,JP,JP,S
SE,Big Data Engineer,114047,PL,GB,S
MI,Machine Learning Engineer,88654,BE,BE,M
EN,Data Science Consultant,5707,IN,IN,M
MI,Lead Data Engineer,56000,PT,US,M
EN,Computer Vision Engineer,28609,DK,DK,S
MI,Data Scientist,88654,DE,DE,L
MI,Product Data Analyst,6072,IN,IN,L
SE,Data Engineer,47899,GR,GR,L
MI,BI Data Analyst,98000,US,US,M
MI,Data Engineer,66022,HK,GB,S
MI,Research Scientist,56738,FR,FR,S
MI,Machine Learning Engineer,24823,SI,SI,L
SE,Data Analytics Manager,120000,US,US,L
MI,Data Engineer,20000,IT,US,L
EX,Director of Data Science,325000,US,US,L
SE,Machine Learning Engineer,200000,US,US,L
EN,AI Scientist,45896,DK,DK,S
MI,Data Scientist,160000,US,US,L
SE,Research Scientist,50000,FR,US,S
MI,Data Science Engineer,40189,GR,GR,M
MI,Data Scientist,12901,BR,BR,S
SE,Data Engineer,165000,US,US,M
EN,Big Data Engineer,5882,IN,CH,L
MI,Data Scientist,42197,FR,FR,S
SE,Principal Data Engineer,185000,US,US,L
EN,Data Scientist,62726,DE,DE,S
MI,Data Scientist,90734,DE,DE,L
EN,Data Scientist,21669,IT,IT,S
MI,Data Engineer,110000,US,US,L
SE,Data Analytics Manager,140000,US,US,L
SE,Data Scientist,120000,US,US,L
SE,Data Scientist,87738,CA,CA,S
SE,Finance Data Analyst,61896,GB,GB,L
MI,Machine Learning Scientist,12000,PK,PK,M
SE,Data Engineer,76833,RO,GB,S
MI,Machine Learning Engineer,74000,JP,JP,S
SE,Data Science Manager,152000,US,FR,L
MI,Big Data Engineer,18000,MD,MD,S
SE,Computer Vision Engineer,60000,RU,US,S
MI,Data Scientist,130000,US,US,L
SE,Computer Vision Engineer,18907,BR,BR,M
EN,Business Data Analyst,59102,LU,LU,L
SE,Principal Data Scientist,173762,DE,DE,M
SE,Principal Data Scientist,148261,DE,DE,M
MI,Data Scientist,38776,ES,ES,M
MI,Data Scientist,46809,ES,ES,M
EN,AI Scientist,18053,IN,AS,S
SE,Data Scientist,91237,AT,AT,S
MI,Data Scientist,62726,FR,LU,S
MI,Data Scientist,115000,US,US,L
SE,Principal Data Scientist,235000,US,US,L
MI,Lead Data Analyst,19609,IN,IN,L
EN,AI Scientist,12000,BR,US,S
MI,Data Analyst,75000,US,US,L
MI,Data Analyst,62000,US,US,L
MI,Data Scientist,73000,US,US,L
MI,Data Engineer,45391,NL,NL,L
SE,Data Science Manager,190200,US,US,M
MI,Data Scientist,118000,US,US,M
MI,Data Scientist,138350,US,US,M
MI,Data Engineer,130800,ES,US,M
SE,Machine Learning Engineer,45618,HR,HR,S
SE,Director of Data Science,168000,JP,JP,S
MI,Data Scientist,119059,SG,IL,M
MI,Applied Machine Learning Scientist,423000,US,US,L
MI,Data Engineer,28369,MT,MT,L
SE,Data Specialist,165000,US,US,L
SE,Data Scientist,412000,US,US,L
MI,Principal Data Scientist,151000,US,US,L
EN,Data Scientist,105000,US,US,S
EN,Business Data Analyst,100000,US,US,L
SE,Data Science Manager,94665,IN,IN,L
